frequency (Hz),Vpp1 (V),Vpp2 (V),phase (Ch2-Ch1) (degrees),T,T_dB
10.0,3.3267698288,0.0600606054,-91.6200027466,0.0003259371792718897,-34.86866097246831
20.286934558567687,3.8853831291,0.1187085584,90.1021881104,0.0009334613952235553,-30.2990363828059
41.15597137836079,4.0161566734,0.2440831959,86.5185165405,0.0036936391852767656,-24.325455310659688
83.49284980470904,4.0532298088,0.4915741384,82.7067718506,0.014708744277409404,-18.324244025049875
169.3813980096452,4.0404496193,0.9803869724,75.8536605835,0.058875644116523795,-12.300643285301934
343.6229336860381,4.0280199051,1.8211392164,62.3076896667,0.20441044189514906,-6.8949692291298605
697.1055968511703,3.9660515785,2.8363406658,44.1533126831,0.511446331122191,-2.9119993247061497
1414.213562373095,3.9045805931,3.5334627628,25.9688835144,0.818940322195238,-0.8674774498636526
2869.0057991701874,3.9406228065,3.7984528542,12.827586174,0.9291455424937054,-0.31916252259181327
5820.333289591681,3.9284956455,3.8806974888,7.1245632172,0.9758139603618989,-0.1063297299894342
11807.672055499936,3.9164075851,3.8924906254,3.610619545,0.9878235702497022,-0.053206154418757784
23954.147027895593,3.9043586254,3.8805155754,2.7612657547,0.9878237374287748,-0.05320541941966729
48595.62131612263,3.8923482895,3.844694376,0.3501945436,0.9756639451567706,-0.10699743702042772
98585.61894731162,3.9284238815,3.8328619003,-0.3546797931,0.9519401805366793,-0.2139034161455475
200000.00000000003,3.9405119419,3.8446550369,-0.2885771394,0.9519397485805171,-0.21390538681790752
